graph-id-property-wrapped-contains-target-20-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-04|2d9d29e96c28d6df21e1933cc2da3a076217ec4c30461070c5e997e04aa952cb|200|success|200|91604|a93cd6116bda146e01916f4ab7d54aa664da5b5c2287de109c82d6c48fcd38f8
graph-id-property-wrapped-contains-target-21-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-05|a70ca503c8d7edc9fd5b26430e9c4bd9517cfcf9084469733cfeff8a4fef63f8|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-21-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-05|a70ca503c8d7edc9fd5b26430e9c4bd9517cfcf9084469733cfeff8a4fef63f8|200|success|1|765|1cf450577b12b3b6a7c19f53479709a92a169add0c4f9defecbc55254bf8d5b3
graph-id-property-wrapped-contains-target-21-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-05|a70ca503c8d7edc9fd5b26430e9c4bd9517cfcf9084469733cfeff8a4fef63f8|200|success|200|96334|eb6b03599a26f520b43896ee6af6cb6d2a3ec0783b66a0bcb29642b029a4b6eb
graph-id-property-wrapped-contains-target-22-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-06|629a75c155a37bcac72d6d131b20156694ded2e8aa1abe1c7f03ac03374020b7|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-22-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-06|629a75c155a37bcac72d6d131b20156694ded2e8aa1abe1c7f03ac03374020b7|200|success|11|6331|43d88524d9da26840d520d8260a6801a2d864c2023e9806c3df4a5e673a5fd66
graph-id-property-wrapped-contains-target-22-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-06|629a75c155a37bcac72d6d131b20156694ded2e8aa1abe1c7f03ac03374020b7|200|success|200|98397|b1cc908cf8cd6a2354b320afca9ad225990c59be93a53ddc3912afb3b0d46d7b
graph-id-property-wrapped-contains-target-23-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-07|1f60bc193af0a0c32ae2bc0a840b7da98c896a5343d2d4a4871500ea55b0d8a0|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-23-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-07|1f60bc193af0a0c32ae2bc0a840b7da98c896a5343d2d4a4871500ea55b0d8a0|200|success|11|6135|718b52d4d32659cb9b39b84bdb87d6226a9be4436e73fa316936d1333dfa50c0
graph-id-property-wrapped-contains-target-23-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-07|1f60bc193af0a0c32ae2bc0a840b7da98c896a5343d2d4a4871500ea55b0d8a0|200|success|200|95056|d5aa9163a912371065002f30549de9cefea57af859f009a275e381b0a849633e
graph-id-property-wrapped-contains-target-24-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-08|e9768e2189edf3079c0f4ce1fe9374fe3873b9ef6253d25bd7952c9e3f9e2f89|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-24-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-08|e9768e2189edf3079c0f4ce1fe9374fe3873b9ef6253d25bd7952c9e3f9e2f89|200|success|1|754|033650595463ffba6f1f515fc8a38ba023fdd37a0e2442442be40f2d8baee0b4
graph-id-property-wrapped-contains-target-24-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-08|e9768e2189edf3079c0f4ce1fe9374fe3873b9ef6253d25bd7952c9e3f9e2f89|200|success|200|96144|13cc3d04be15c5d98101b6676211e0260c08571becd6cbc7be1dcfad1b7efce8
graph-id-property-wrapped-contains-target-25-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-09|f96e2b0b7f375cf347f289b0d59b047835095d1452b52dcff16ad07fa5ff5aaa|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-25-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-09|f96e2b0b7f375cf347f289b0d59b047835095d1452b52dcff16ad07fa5ff5aaa|200|success|17|9434|57a7fb26e2c1557848eddaabb17076d92c9b2ef2e0ff6b92be3de4374fe1fa9b
graph-id-property-wrapped-contains-target-25-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-09|f96e2b0b7f375cf347f289b0d59b047835095d1452b52dcff16ad07fa5ff5aaa|200|success|200|90260|d606d19bfcb83b224b953bd70176bc52dc06d427ef6ab3d0cc311bc6ed6fc260
graph-id-property-wrapped-contains-target-26-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-10|724e820888f0db8884af940cbe8a364f2dce6bfc9b2c72fb09abe933fa439c0c|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-26-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-10|724e820888f0db8884af940cbe8a364f2dce6bfc9b2c72fb09abe933fa439c0c|200|success|1|791|550bd45f802381cb65ea30928a856fc0c2bc207cbfc2a147aad4312130548c9a
graph-id-property-wrapped-contains-target-26-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-10|724e820888f0db8884af940cbe8a364f2dce6bfc9b2c72fb09abe933fa439c0c|200|success|200|96089|d0bdae62973cb737c05eda37d83d6fd7dea4520a7f87acdd4ed9a2fba1f97888
graph-id-property-wrapped-contains-target-27-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-11|947144f7fe63615dab1057f152a266b87c870ae6b1d136ebead3ef2860ecaaf9|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-27-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-11|947144f7fe63615dab1057f152a266b87c870ae6b1d136ebead3ef2860ecaaf9|200|success|14|8030|e1858d468e2cee9daff29f91791894b539cc1c9bfb8d57bb0eaa364a24ec0f04
graph-id-property-wrapped-contains-target-27-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-11|947144f7fe63615dab1057f152a266b87c870ae6b1d136ebead3ef2860ecaaf9|200|success|200|95559|bcb492a91a247979acd291eaea381c0db6d952c0baff29193145ae7356b00907
graph-id-property-wrapped-contains-target-28-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-12|333b320af3f398d083e1d44b1a79e54fa546da12ce118f18db6f7cc3387398c8|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-28-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-12|333b320af3f398d083e1d44b1a79e54fa546da12ce118f18db6f7cc3387398c8|200|success|12|6370|8871e0dc77f7df7110f742adaac439b8d2f4e912a3a21e1793fda026e0955f9b
graph-id-property-wrapped-contains-target-28-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-12|333b320af3f398d083e1d44b1a79e54fa546da12ce118f18db6f7cc3387398c8|200|success|200|101142|3ec255435f1804ca883e61ce69218b0c9b6812e5f4d6241be813f3a04980ff78
graph-id-property-wrapped-contains-target-29-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-13|697a328efd3d35078aa3cf7115b978f697299f7e0612d464eae79dc1cbc3f3c7|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-29-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-13|697a328efd3d35078aa3cf7115b978f697299f7e0612d464eae79dc1cbc3f3c7|200|success|1|759|7c9cbf2db3468e4d9ec5f9ce37c29746bb3071949804d250165a0310edd3182c
graph-id-property-wrapped-contains-target-29-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-13|697a328efd3d35078aa3cf7115b978f697299f7e0612d464eae79dc1cbc3f3c7|200|success|200|96005|cb6245f16fc1df4cadc32295db3c94d74d99d6ac24ca00ba686085574c3842f9
graph-id-property-wrapped-contains-target-30-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-14|530ac22d92e73256c57c4e234fccac50105308bcc26304451ee74f20a619f7a5|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-30-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-14|530ac22d92e73256c57c4e234fccac50105308bcc26304451ee74f20a619f7a5|200|success|10|5866|c85815e1257e7d89a547803b839a8fa3d5c32a25ad93fc4df95c67dd0df38386
graph-id-property-wrapped-contains-target-30-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-14|530ac22d92e73256c57c4e234fccac50105308bcc26304451ee74f20a619f7a5|200|success|200|95471|766b9ef7e8ecf0adce38af75461cc8c431950c6a78cf29871668bb82bbc59681
graph-id-property-wrapped-contains-target-31-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-15|80331285783d790177bcaeeebf677e98900445b2273d41781c6e07aa5683a500|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-31-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-15|80331285783d790177bcaeeebf677e98900445b2273d41781c6e07aa5683a500|200|success|1|779|5b2641a56fc0d1ce3cad560f98de3ab642d893c5f6c2be5bb57444732d364805
graph-id-property-wrapped-contains-target-31-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-tika-15|80331285783d790177bcaeeebf677e98900445b2273d41781c6e07aa5683a500|200|success|200|90493|6cea2d1b1fba9817e31904018fa5ce3734b41bb641feab5c7c6849206b05e3c1
graph-id-property-wrapped-contains-target-32-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-00|ea11677be4d3166ee79e7aa4f8c5ff603c5cb6bb9f65649cfc46854eedb1b466|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-32-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-00|ea11677be4d3166ee79e7aa4f8c5ff603c5cb6bb9f65649cfc46854eedb1b466|200|success|4|2862|72e96499d86d64ae9da267f3b15791817d4250f06a8dfea9d09edd8c3c23a440
graph-id-property-wrapped-contains-target-32-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-00|ea11677be4d3166ee79e7aa4f8c5ff603c5cb6bb9f65649cfc46854eedb1b466|200|success|200|92864|0ad6a5ae10cb27d8dd28af205e0df8ebd79b3e1ca0079c8c876100ee108fc38d
graph-id-property-wrapped-contains-target-33-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-01|3a9bab8befb64a5c5518ec83add10138c13ae31dfad00b5a26547f3cfc2bf0bb|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-33-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-01|3a9bab8befb64a5c5518ec83add10138c13ae31dfad00b5a26547f3cfc2bf0bb|200|success|4|2862|5436abb5d5a82ddf1b71cf6459ce0de5fe56d25b825b58b20bbe8cace9e3cde7
graph-id-property-wrapped-contains-target-33-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-01|3a9bab8befb64a5c5518ec83add10138c13ae31dfad00b5a26547f3cfc2bf0bb|200|success|200|92578|e10f119cab32a77f2d8107211e2addcc69d3ab151ee08f60199ff7a8db9b6a1c
graph-id-property-wrapped-contains-target-34-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-02|058d31d4f0a17f6c8e80480702d6c2099e48867673bc0a8d99037f2244a27bbf|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-34-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-02|058d31d4f0a17f6c8e80480702d6c2099e48867673bc0a8d99037f2244a27bbf|200|success|4|2883|e83a01bd4b4e8f51ba0c51a53e73f87ec8dd6170bd60b37ef57b4eb9aba8bcc7
graph-id-property-wrapped-contains-target-34-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-02|058d31d4f0a17f6c8e80480702d6c2099e48867673bc0a8d99037f2244a27bbf|200|success|200|94183|b06f89a813919b2f4278637c18773fe7508c48351caa08a76cefe1f54c9b7715
graph-id-property-wrapped-contains-target-35-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-03|bc37ba5880a9fc3e89dea2bf6571ad8db10f8c499dfca7c678b831d8edb064fe|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-35-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-03|bc37ba5880a9fc3e89dea2bf6571ad8db10f8c499dfca7c678b831d8edb064fe|200|success|1|771|134378d176ef9559b3b9b40557762648c5aa55be889ba8cb2e7f752130b85ab7
graph-id-property-wrapped-contains-target-35-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-03|bc37ba5880a9fc3e89dea2bf6571ad8db10f8c499dfca7c678b831d8edb064fe|200|success|200|91613|71eca3baa7c5adda9a19daaba5b66d08f4d30beebcfc1f6f8f3125a009484e93
graph-id-property-wrapped-contains-target-36-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-04|d6abca6af79ede3e783b4b1d1bb2f17c22db5cf0b5c70506d31ea6d33509dcc5|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-36-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-04|d6abca6af79ede3e783b4b1d1bb2f17c22db5cf0b5c70506d31ea6d33509dcc5|200|success|1|795|6f5022183da52ea8cb963f17c4b86a6270dc9bfe0ca358e5ec7d6bdf4c95879f
graph-id-property-wrapped-contains-target-36-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-04|d6abca6af79ede3e783b4b1d1bb2f17c22db5cf0b5c70506d31ea6d33509dcc5|200|success|200|91716|5d2df55fe9df550bd17a462dbec1bd958f7c0d5940c160537976ecc80d5cb22f
graph-id-property-wrapped-contains-target-37-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-05|f7f4c2e85299b39f0b295436a0a678be80ea1fe4bd065c984fac7e3e79c02a1f|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-37-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-05|f7f4c2e85299b39f0b295436a0a678be80ea1fe4bd065c984fac7e3e79c02a1f|200|success|51|31472|b9433fbd59011f3771f14c8abacb0cbca913b3ccb9b85649a8f98d4c6f628703
graph-id-property-wrapped-contains-target-37-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-05|f7f4c2e85299b39f0b295436a0a678be80ea1fe4bd065c984fac7e3e79c02a1f|200|success|200|91795|dbb6e258143695218279e10cbea2bf21ad0c5b1330a8fc3e3470b176ae0b6f42
graph-id-property-wrapped-contains-target-38-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-06|ddfe0a17a6b176061c6908248fc9bbb24510f00e8ed40c2c068587464d0ab767|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-property-wrapped-contains-target-38-targeted|graph-id|graph-id-property-wrapped-contains|targeted|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-06|ddfe0a17a6b176061c6908248fc9bbb24510f00e8ed40c2c068587464d0ab767|200|success|1|801|6e224732564976ab3ad1b488a2dcb0c2a2f84050ab25d529f41b87f4de3c406c
graph-id-property-wrapped-contains-target-38-dense|graph-id|graph-id-property-wrapped-contains|dense|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-06|ddfe0a17a6b176061c6908248fc9bbb24510f00e8ed40c2c068587464d0ab767|200|success|200|92968|77adda61bf8a66745500e9e1b739302ae425b75af5d5199095bd9c0f56151e04
graph-id-property-wrapped-contains-target-39-zero|graph-id|graph-id-property-wrapped-contains|zero|graph-id-equals-and-wrapped-contains|graph-routing|properties|fixture-hive-07|5b909537f8397e9b454c56026974d9a0348f5c6147e1f2169fbaaa2eb1645822|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
